account_id,customer_id,account_type,opened_date,branch,currency,status,source_system,batch_id,load_date,record_created_ts,record_updated_ts
ACC000314,CUST00445,Demat,2016-04-05,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586852,2026-07-16 11:10:47.586852
ACC000315,CUST00034,Demat,2026-05-14,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586894,2026-07-16 11:10:47.586894
ACC000316,CUST00400,Savings,2018-11-24,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586904,2026-07-16 11:10:47.586904
ACC000317,CUST00429,Savings,2020-08-05,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586913,2026-07-16 11:10:47.586913
ACC000318,CUST00026,Demat,2019-06-20,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586929,2026-07-16 11:10:47.586929
ACC000319,CUST00422,Investment,2026-04-30,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586939,2026-07-16 11:10:47.586939
ACC000320,CUST00349,Savings,2020-06-04,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586949,2026-07-16 11:10:47.586949
ACC000321,CUST00305,Investment,2018-12-25,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586959,2026-07-16 11:10:47.586959
ACC000322,CUST00301,Demat,2022-09-21,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586977,2026-07-16 11:10:47.586977
ACC000323,CUST00384,Savings,2021-05-24,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586983,2026-07-16 11:10:47.586983
ACC000324,CUST00026,Current,2019-10-22,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586989,2026-07-16 11:10:47.586989
ACC000325,CUST00332,Current,2019-08-21,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586995,2026-07-16 11:10:47.586995
ACC000326,CUST00263,Savings,2015-03-14,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587001,2026-07-16 11:10:47.587001
ACC000327,CUST00332,Current,2015-03-11,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587007,2026-07-16 11:10:47.587007
ACC000328,CUST00312,Demat,2021-03-05,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587018,2026-07-16 11:10:47.587018
ACC000329,CUST00437,Demat,2025-04-18,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587023,2026-07-16 11:10:47.587023
ACC000330,CUST00239,Demat,2026-09-05,Kolkata,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587029,2026-07-16 11:10:47.587029
ACC000331,CUST00204,Savings,2015-03-02,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587035,2026-07-16 11:10:47.587035
ACC000332,CUST00288,Demat,2021-09-11,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587040,2026-07-16 11:10:47.587040
ACC000333,CUST00247,Savings,2022-07-17,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587046,2026-07-16 11:10:47.587046
ACC000334,CUST00442,Demat,2020-11-09,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587051,2026-07-16 11:10:47.587051
ACC000335,CUST00097,Current,2026-08-08,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587057,2026-07-16 11:10:47.587057
ACC000336,CUST00461,Savings,2024-01-24,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587063,2026-07-16 11:10:47.587063
ACC000337,CUST00349,Current,2015-07-28,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587069,2026-07-16 11:10:47.587069
ACC000338,CUST00152,Demat,2024-05-21,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587074,2026-07-16 11:10:47.587074
ACC000339,CUST00378,Savings,2019-04-05,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587083,2026-07-16 11:10:47.587083
ACC000340,CUST00352,Investment,2023-01-15,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587089,2026-07-16 11:10:47.587089
ACC000341,CUST00433,Current,2019-01-23,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587095,2026-07-16 11:10:47.587095
ACC000342,CUST00242,Current,2020-10-19,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587101,2026-07-16 11:10:47.587101
ACC000343,CUST00391,Current,2022-07-12,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587107,2026-07-16 11:10:47.587107
ACC000344,CUST00114,Demat,2020-01-04,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587115,2026-07-16 11:10:47.587115
ACC000345,CUST00216,Demat,2023-05-03,Chennai,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587120,2026-07-16 11:10:47.587120
ACC000346,CUST00151,Investment,2017-08-22,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587126,2026-07-16 11:10:47.587126
ACC000347,CUST00444,Savings,2025-08-04,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587131,2026-07-16 11:10:47.587131
ACC000348,CUST00062,Investment,2026-11-19,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587137,2026-07-16 11:10:47.587137
ACC000349,CUST00028,Current,2018-01-30,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587143,2026-07-16 11:10:47.587143
ACC000350,CUST00210,Investment,2018-03-19,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587149,2026-07-16 11:10:47.587149
ACC000351,CUST00399,Savings,2025-12-08,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587154,2026-07-16 11:10:47.587154
ACC000352,CUST00161,Savings,2015-02-08,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587160,2026-07-16 11:10:47.587160
ACC000353,CUST00108,Current,2018-07-21,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587166,2026-07-16 11:10:47.587166
ACC000354,CUST00067,Investment,2024-08-18,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587175,2026-07-16 11:10:47.587175
ACC000355,CUST00495,Investment,2023-08-07,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587181,2026-07-16 11:10:47.587181
ACC000356,CUST00274,Current,2023-05-15,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587187,2026-07-16 11:10:47.587187
ACC000357,CUST00388,Current,2015-05-27,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587192,2026-07-16 11:10:47.587192
ACC000358,CUST00321,Current,2020-01-28,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587198,2026-07-16 11:10:47.587198
ACC000359,CUST00160,Current,2017-04-21,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587203,2026-07-16 11:10:47.587203
ACC000360,CUST00302,Demat,2018-09-30,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587209,2026-07-16 11:10:47.587209
ACC000361,CUST00153,Demat,2025-03-23,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587214,2026-07-16 11:10:47.587214
ACC000362,CUST00306,Demat,2024-09-22,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587220,2026-07-16 11:10:47.587220
ACC000363,CUST00176,Investment,2023-01-21,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587225,2026-07-16 11:10:47.587225
ACC000364,CUST00085,Investment,2015-06-06,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587231,2026-07-16 11:10:47.587231
ACC000365,CUST00373,Current,2019-09-27,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587237,2026-07-16 11:10:47.587237
ACC000366,CUST00302,Current,2017-10-05,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587242,2026-07-16 11:10:47.587242
ACC000367,CUST00193,Demat,2026-12-29,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587248,2026-07-16 11:10:47.587248
ACC000368,CUST00305,Savings,2017-06-04,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587253,2026-07-16 11:10:47.587253
ACC000369,CUST00025,Savings,2024-05-07,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587259,2026-07-16 11:10:47.587259
ACC000370,CUST00064,Demat,2025-08-22,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587266,2026-07-16 11:10:47.587266
ACC000371,CUST00106,Savings,2021-10-02,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587272,2026-07-16 11:10:47.587272
ACC000372,CUST00340,Demat,2018-01-28,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587530,2026-07-16 11:10:47.587530
ACC000373,CUST00262,Savings,2021-05-04,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587538,2026-07-16 11:10:47.587538
ACC000374,CUST00255,Current,2019-06-25,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587544,2026-07-16 11:10:47.587544
ACC000375,CUST00426,Current,2023-01-11,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587550,2026-07-16 11:10:47.587550
ACC000376,CUST00152,Current,2015-11-19,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587555,2026-07-16 11:10:47.587555
ACC000377,CUST00467,Current,2025-10-12,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587561,2026-07-16 11:10:47.587561
ACC000378,CUST00002,Savings,2016-12-30,Hyderabad,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587566,2026-07-16 11:10:47.587566
ACC000379,CUST00343,Investment,2018-05-06,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587572,2026-07-16 11:10:47.587572
ACC000380,CUST00039,Savings,2020-09-27,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587578,2026-07-16 11:10:47.587578
ACC000381,CUST00234,Demat,2020-12-03,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587583,2026-07-16 11:10:47.587583
ACC000382,CUST00052,Current,2015-11-20,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587589,2026-07-16 11:10:47.587589
ACC000383,CUST00185,Demat,2024-07-21,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587594,2026-07-16 11:10:47.587594
ACC000384,CUST00049,Savings,2015-03-21,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587600,2026-07-16 11:10:47.587600
ACC000385,CUST00340,Current,2022-05-16,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587607,2026-07-16 11:10:47.587607
ACC000386,CUST00490,Demat,2017-01-31,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587613,2026-07-16 11:10:47.587613
ACC000387,CUST00094,Savings,2023-12-28,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587618,2026-07-16 11:10:47.587618
ACC000388,CUST00140,Investment,2025-09-22,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587624,2026-07-16 11:10:47.587624
ACC000389,CUST00333,Current,2017-07-15,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587630,2026-07-16 11:10:47.587630
ACC000390,CUST00483,Current,2017-04-29,Mumbai,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587635,2026-07-16 11:10:47.587635
ACC000391,CUST00248,Investment,2019-01-24,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587641,2026-07-16 11:10:47.587641
ACC000392,CUST00399,Demat,2015-08-25,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587647,2026-07-16 11:10:47.587647
ACC000393,CUST00248,Investment,2017-07-14,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587653,2026-07-16 11:10:47.587653
ACC000394,CUST00024,Savings,2020-11-13,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587659,2026-07-16 11:10:47.587659
ACC000395,CUST00007,Current,2022-08-03,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587665,2026-07-16 11:10:47.587665
ACC000396,CUST00353,Savings,2024-09-15,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587671,2026-07-16 11:10:47.587671
ACC000397,CUST00247,Demat,2023-08-19,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587676,2026-07-16 11:10:47.587676
ACC000398,CUST00457,Savings,2015-04-06,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587682,2026-07-16 11:10:47.587682
ACC000399,CUST00259,Investment,2026-02-13,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587688,2026-07-16 11:10:47.587688
ACC000400,CUST00039,Investment,2022-03-11,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587693,2026-07-16 11:10:47.587693
ACC000401,CUST00497,Demat,2016-02-17,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587698,2026-07-16 11:10:47.587698
ACC000402,CUST00282,Investment,2024-01-17,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587705,2026-07-16 11:10:47.587705
ACC000403,CUST00041,Investment,2024-12-17,Kolkata,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587711,2026-07-16 11:10:47.587711
ACC000404,CUST00230,Savings,2026-03-07,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587722,2026-07-16 11:10:47.587722
ACC000405,CUST00061,Investment,2015-05-26,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587728,2026-07-16 11:10:47.587728
ACC000406,CUST00212,Savings,2015-01-02,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587734,2026-07-16 11:10:47.587734
ACC000407,CUST00406,Demat,2026-05-27,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587739,2026-07-16 11:10:47.587739
ACC000408,CUST00336,Investment,2022-08-24,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587745,2026-07-16 11:10:47.587745
ACC000409,CUST00419,Current,2025-03-11,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587751,2026-07-16 11:10:47.587751
ACC000410,CUST00393,Investment,2023-02-24,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587757,2026-07-16 11:10:47.587757
ACC000411,CUST00059,Savings,2019-12-22,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587763,2026-07-16 11:10:47.587763
ACC000412,CUST00182,Demat,2026-09-16,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587768,2026-07-16 11:10:47.587768
ACC000413,CUST00024,Current,2026-01-16,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587775,2026-07-16 11:10:47.587775
ACC000414,CUST00055,Demat,2019-05-24,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587780,2026-07-16 11:10:47.587780
ACC000415,CUST00477,Investment,2019-11-02,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587788,2026-07-16 11:10:47.587788
ACC000416,CUST00367,Demat,2017-06-01,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587797,2026-07-16 11:10:47.587797
ACC000417,CUST00024,Savings,2025-02-07,Mumbai,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587803,2026-07-16 11:10:47.587803
ACC000418,CUST00490,Current,2026-03-10,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587809,2026-07-16 11:10:47.587809
ACC000419,CUST00377,Savings,2024-09-15,Kolkata,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587815,2026-07-16 11:10:47.587815
ACC000420,CUST00248,Current,2018-11-23,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587821,2026-07-16 11:10:47.587821
ACC000421,CUST00054,Investment,2022-03-21,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587827,2026-07-16 11:10:47.587827
ACC000422,CUST00215,Current,2021-02-19,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587833,2026-07-16 11:10:47.587833
ACC000423,CUST00497,Demat,2025-02-26,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587839,2026-07-16 11:10:47.587839
ACC000424,CUST00071,Investment,2026-06-28,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587845,2026-07-16 11:10:47.587845
ACC000425,CUST00441,Demat,2019-11-16,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587851,2026-07-16 11:10:47.587851
ACC000426,CUST00320,Demat,2022-09-29,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587856,2026-07-16 11:10:47.587856
ACC000427,CUST00364,Current,2026-04-20,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587862,2026-07-16 11:10:47.587862
ACC000428,CUST00364,Savings,2022-11-25,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587867,2026-07-16 11:10:47.587867
ACC000429,CUST00299,Investment,2026-12-22,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587873,2026-07-16 11:10:47.587873
ACC000430,CUST00414,Savings,2026-09-22,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587878,2026-07-16 11:10:47.587878
ACC000431,CUST00196,Current,2016-03-10,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587884,2026-07-16 11:10:47.587884
ACC000432,CUST00103,Demat,2018-08-11,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587889,2026-07-16 11:10:47.587889
ACC000433,CUST00075,Savings,2021-08-14,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587895,2026-07-16 11:10:47.587895
ACC000434,CUST00017,Demat,2025-02-24,Hyderabad,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587901,2026-07-16 11:10:47.587901
ACC000435,CUST00445,Current,2023-09-21,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587907,2026-07-16 11:10:47.587907
ACC000436,CUST00402,Demat,2016-01-20,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587912,2026-07-16 11:10:47.587912
ACC000437,CUST00214,Demat,2016-03-16,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587918,2026-07-16 11:10:47.587918
ACC000438,CUST00104,Investment,2020-01-22,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587924,2026-07-16 11:10:47.587924
ACC000439,CUST00387,Current,2019-05-05,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587930,2026-07-16 11:10:47.587930
ACC000440,CUST00091,Savings,2019-03-12,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587935,2026-07-16 11:10:47.587935
ACC000441,CUST00062,Investment,2015-11-29,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587940,2026-07-16 11:10:47.587940
ACC000442,CUST00285,Demat,2017-12-01,Bengaluru,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587946,2026-07-16 11:10:47.587946
ACC000443,CUST00434,Demat,2015-02-16,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587951,2026-07-16 11:10:47.587951
ACC000444,CUST00364,Current,2015-11-24,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587960,2026-07-16 11:10:47.587960
ACC000445,CUST00306,Savings,2021-10-03,Mumbai,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587966,2026-07-16 11:10:47.587966
ACC000446,CUST00282,Demat,2016-08-20,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587971,2026-07-16 11:10:47.587971
ACC000447,CUST00270,Current,2019-02-15,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587976,2026-07-16 11:10:47.587976
ACC000448,CUST00403,Current,2024-04-30,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587982,2026-07-16 11:10:47.587982
ACC000449,CUST00207,Savings,2022-11-02,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587987,2026-07-16 11:10:47.587987
ACC000450,CUST00340,Demat,2022-06-05,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587993,2026-07-16 11:10:47.587993
ACC000451,CUST00112,Investment,2015-03-14,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.587999,2026-07-16 11:10:47.587999
ACC000452,CUST00229,Current,2020-06-20,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.588005,2026-07-16 11:10:47.588005
ACC000453,CUST00196,Savings,2023-08-28,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.588010,2026-07-16 11:10:47.588010
ACC000454,CUST00371,Demat,2015-07-22,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.588018,2026-07-16 11:10:47.588018
ACC000455,CUST00264,Investment,2025-12-01,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.588024,2026-07-16 11:10:47.588024
ACC000456,CUST00460,Current,2022-03-09,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.588029,2026-07-16 11:10:47.588029
ACC000457,CUST00486,Savings,2018-10-03,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.588035,2026-07-16 11:10:47.588035
ACC000458,CUST00274,Savings,2016-06-20,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.588041,2026-07-16 11:10:47.588041
ACC000459,CUST00443,Investment,2017-05-01,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.588048,2026-07-16 11:10:47.588048
ACC000460,CUST00425,Investment,2016-08-13,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.588053,2026-07-16 11:10:47.588053
ACC000461,CUST00013,Investment,2022-06-10,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.588059,2026-07-16 11:10:47.588059
ACC000462,CUST00038,Savings,2018-12-29,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.588064,2026-07-16 11:10:47.588064
ACC000463,CUST00286,Savings,2020-02-08,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.588070,2026-07-16 11:10:47.588070
ACC000464,CUST00199,Investment,2024-01-27,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.588078,2026-07-16 11:10:47.588078
ACC000465,CUST00009,Investment,2017-08-27,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.588083,2026-07-16 11:10:47.588083
ACC000466,CUST00329,Savings,2016-01-08,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.588096,2026-07-16 11:10:47.588096
ACC000467,CUST00184,Savings,2021-07-02,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.588102,2026-07-16 11:10:47.588102
ACC000468,CUST00311,Savings,2021-04-25,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.588107,2026-07-16 11:10:47.588107
ACC000469,CUST00196,Investment,2015-09-10,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.588113,2026-07-16 11:10:47.588113
ACC000470,CUST00274,Current,2018-01-22,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.588118,2026-07-16 11:10:47.588118
